cites,name,title,year
1510,Kyunghyun Cho,Attention-based models for speech recognition,2015
1028,Kyunghyun Cho,Identifying and attacking the saddle point problem in high-dimensional non-convex optimization,2014
848,Kyunghyun Cho,Describing videos by exploiting temporal structure,2015
834,Kyunghyun Cho,On Using Very Large Target Vocabulary for Neural Machine Translation,2014
750,Kyunghyun Cho,How to Construct Deep Recurrent Neural Networks,2014
746,Kyunghyun Cho,On the Number of Linear Regions of Deep Neural Networks,2014
715,Kyunghyun Cho,Theano: A Python framework for fast computation of mathematical expressions,2016
703,Kyunghyun Cho,Recurrent neural networks for multivariate time series with missing values,2018
629,Kyunghyun Cho,Gated Feedback Recurrent Neural Networks,2015
450,Kyunghyun Cho,Unsupervised neural machine translation,2018
404,Kyunghyun Cho,Learning distributed representations of sentences from unlabelled data,2016
398,Kyunghyun Cho,"Multi-Way, Multilingual Neural Machine Translation with a Shared Attention Mechanism",2016
358,Kyunghyun Cho,On integrating a language model into neural machine translation,2017
328,Kyunghyun Cho,Nematus: a toolkit for neural machine translation,2017
317,Kyunghyun Cho,End-to-end continuous speech recognition using attention-based recurrent NN: First results,2014
305,Kyunghyun Cho,Describing multimedia content using attention-based encoder-decoder networks,2015
298,Kyunghyun Cho,Fully Character-Level Neural Machine Translation without Explicit Segmentation,2017
296,Kyunghyun Cho,Convolutional recurrent neural networks for music classification,2017
292,Kyunghyun Cho,A Character-level Decoder without Explicit Segmentation for Neural Machine Translation,2016
267,Kyunghyun Cho,Empirical evaluation of gated recurrent neural networks on sequence modeling. arXiv 2014,2014
225,Kyunghyun Cho,Joint event extraction via recurrent neural networks,2016
222,Kyunghyun Cho,Improved learning of Gaussian-Bernoulli restricted Boltzmann machines,2011
222,Kyunghyun Cho,Improved learning algorithms for restricted Boltzmann machines,2011
191,Kyunghyun Cho,Renet: A recurrent neural network based alternative to convolutional networks,2015
189,Kyunghyun Cho,Passage Re-ranking with BERT,2019
185,Kyunghyun Cho,Reseg: A recurrent neural network-based model for semantic segmentation,2016
176,Kyunghyun Cho,SearchQA: A new q&a dataset augmented with context from a search engine,2017
169,Kyunghyun Cho,Efficient character-level document classification by combining convolution and recurrent layers,2016
164,Kyunghyun Cho,Query-Efficient Imitation Learning for End-to-End Autonomous Driving,2017
142,Kyunghyun Cho,Zero-Resource Translation with Multi-Lingual Neural Machine Translation,2016
138,Kyunghyun Cho,Deterministic Non-Autoregressive Neural Sequence Modeling by Iterative Refinement,2018
136,Kyunghyun Cho,QCD-aware recursive neural networks for jet physics,2019
131,Kyunghyun Cho,Transfer learning for music classification and regression tasks,2017
131,Kyunghyun Cho,Montreal neural machine translation systems for WMT’15,2015
122,Kyunghyun Cho,Learning to understand phrases by embedding the dictionary,2016
122,Kyunghyun Cho,Gaussian-bernoulli deep Boltzmann machine,2011
121,Kyunghyun Cho,Meta-Learning for Low-Resource Neural Machine Translation,2018
117,Kyunghyun Cho,Learned-norm pooling for deep feedforward and recurrent neural networks,2014
116,Kyunghyun Cho,Boundary Seeking GANs,2018
113,Kyunghyun Cho,The representational geometry of word meanings acquired by neural machine translation models,2017
113,Kyunghyun Cho,Learning to parse and translate improves neural machine translation,2017
105,Kyunghyun Cho,High-resolution breast cancer screening with multi-view deep convolutional neural networks,2017
100,Kyunghyun Cho,Parallel tempering is efficient for learning restricted Boltzmann machines,2010
94,Kyunghyun Cho,Larger-Context Language Modelling,2016
92,Kyunghyun Cho,Task-oriented query reformulation with reinforcement learning,2017
92,Kyunghyun Cho,Learning distributed representations from reviews for collaborative filtering,2015
89,Kyunghyun Cho,Enhanced gradient and adaptive learning rate for training restricted Boltzmann machines,2011
83,Kyunghyun Cho,"BERT has a mouth, and it must speak: BERT as a Markov random field language model",2019
80,Kyunghyun Cho,Deep neural networks improve radiologists’ performance in breast cancer screening,2019
80,Kyunghyun Cho,Gated Word-Character Recurrent Language Model,2016
79,Kyunghyun Cho,Learning to translate in real-time with neural machine translation,2016
78,Kyunghyun Cho,Does neural machine translation benefit from larger context?,2017
74,Kyunghyun Cho,Classifying and Visualizing Motion Capture Sequences using Deep Neural Networks,2014
73,Kyunghyun Cho,Context-dependent word representation for neural machine translation,2017
69,Kyunghyun Cho,Enhanced Gradient for Training Restricted Boltzmann Machines,2013
68,Kyunghyun Cho,Dynamic Meta-Embeddings for Improved Sentence Representations,2018
64,Kyunghyun Cho,A Study of the Recurrent Neural Network Encoder-Decoder for Large Vocabulary Speech Recognition,2015
62,Kyunghyun Cho,Segmentation of the proximal femur from MR images using deep convolutional neural networks,2018
62,Kyunghyun Cho,"Emergent communication in a multi-modal, multi-step referential game",2017
61,Kyunghyun Cho,Search Engine Guided Neural Machine Translation.,2018
60,Kyunghyun Cho,DialogWAE: Multimodal response generation with conditional Wasserstein auto-encoder,2018
60,Kyunghyun Cho,Fine-grained attention mechanism for neural machine translation,2018
56,Kyunghyun Cho,Natural language understanding with distributed representation,2015
55,Kyunghyun Cho,Conditional molecular design with deep generative models,2018
55,Kyunghyun Cho,Simple sparsification improves sparse denoising autoencoders in denoising highly corrupted images,2013
54,Kyunghyun Cho,Document expansion by query prediction,2019
52,Kyunghyun Cho,Overcoming the Curse of Sentence Length for Neural Machine Translation using Automatic Segmentation,2014
50,Kyunghyun Cho,A tutorial on deep learning for music information retrieval,2017
49,Kyunghyun Cho,Non-Monotonic Sequential Text Generation,2019
49,Kyunghyun Cho,"First step toward model-free, anonymous object tracking with recurrent neural networks",2015
49,Kyunghyun Cho,Iterative Neural Autoregressive Distribution Estimator (NADE-k),2014
47,Kyunghyun Cho,Neural text generation with unlikelihood training,2019
47,Kyunghyun Cho,Zero-Shot Transfer Learning for Event Extraction,2018
46,Kyunghyun Cho,Pommerman: A multi-agent playground,2018
45,Kyunghyun Cho,Insertion-based decoding with automatically inferred generation order,2019
44,Kyunghyun Cho,Dynamic neural turing machine with soft and hard addressing schemes,2016
43,Kyunghyun Cho,Trainable greedy decoding for neural machine translation,2017
41,Kyunghyun Cho,Importance of search and evaluation strategies in neural dialogue modeling,2019
40,Kyunghyun Cho,Can neural machine translation do simultaneous translation?,2016
39,Kyunghyun Cho,Dialogue natural language inference,2019
39,Kyunghyun Cho,Noisy parallel approximate decoding for conditional recurrent language model,2016
37,Kyunghyun Cho,Dynamic neural turing machine with continuous and discrete addressing schemes,2018
37,Kyunghyun Cho,First result on Arabic neural machine translation,2016
37,Kyunghyun Cho,Boltzmann Machines and Denoising Autoencoders for Image Denoising,2013
34,Kyunghyun Cho,A comparison of audio signal preprocessing methods for deep neural networks on music tagging,2018
32,Kyunghyun Cho,End-to-End Goal-Driven Web Navigation,2016
31,Kyunghyun Cho,Multi-stage document ranking with BERT,2019
31,Kyunghyun Cho,Grammar Induction with Neural Language Models: An Unusual Replication,2018
31,Kyunghyun Cho,Breast density classification with deep convolutional neural networks,2018
31,Kyunghyun Cho,Training a ranking function for open-domain question answering,2018
30,Kyunghyun Cho,Rapidly deploying a neural search engine for the covid-19 open research dataset: Preliminary thoughts and lessons learned,2020
30,Kyunghyun Cho,Emergent translation in multi-agent communication,2017
28,Kyunghyun Cho,Continual learning via neural pruning,2019
25,Kyunghyun Cho,Generalized inner loop meta-learning,2019
25,Kyunghyun Cho,Neural message passing for jet physics,2017
24,Kyunghyun Cho,Asking and Answering Questions to Evaluate the Factual Consistency of Summaries,2020
24,Kyunghyun Cho,A two-stage approach for extending event detection to new types via neural networks,2016
23,Kyunghyun Cho,"Backplay: ""Man muss immer umkehren""",2018
23,Kyunghyun Cho,AlphaD3M: Machine learning pipeline synthesis,2018
23,Kyunghyun Cho,A two-stage pretraining algorithm for deep boltzmann machines,2013
22,Kyunghyun Cho,Evaluation of Combined Artificial Intelligence and Radiologist Assessment to Interpret Screening Mammograms,2020
22,Kyunghyun Cho,Jump to better conclusions: SCAN both left and right,2018
22,Kyunghyun Cho,Bounding the test log-likelihood of generative models,2014
21,Kyunghyun Cho,Latent-Variable Non-Autoregressive Neural Machine Translation with Deterministic Inference Using a Delta Posterior.,2020
21,Kyunghyun Cho,Iterative refinement of the approximate posterior for directed belief networks,2016
21,Kyunghyun Cho,Unsupervised deep learning: A short review,2015
20,Kyunghyun Cho,Improved Zero-shot Neural Machine Translation via Ignoring Spurious Correlations,2019
20,Kyunghyun Cho,A generalized framework of sequence generation with application to undirected sequence models,2019
19,Kyunghyun Cho,Reading the (functional) writing on the (structural) wall: multimodal fusion of brain structure and function via a deep neural network based translation approach reveals novel …,2018
19,Kyunghyun Cho,Spatio-temporal dynamics of intrinsic networks in functional magnetic imaging data using recurrent neural networks,2018
19,Kyunghyun Cho,Two-layer contractive encodings for learning stable nonlinear features,2015
19,Kyunghyun Cho,Exponentially increasing the capacity-to-computation ratio for conditional computation in deep learning,2014
18,Kyunghyun Cho,The effects of noisy labels on deep convolutional neural networks for music tagging,2018
16,Kyunghyun Cho,Emergent linguistic phenomena in multi-agent communication games,2019
16,Kyunghyun Cho,Measuring the usefulness of hidden units in Boltzmann machines with mutual information,2015
15,Kyunghyun Cho,Don't Say That! Making Inconsistent Dialogue Unlikely with Unlikelihood Training,2020
15,Kyunghyun Cho,Oracle performance for visual captioning,2015
15,Kyunghyun Cho,Foundations and Advances in Deep Learning,2014
14,Kyunghyun Cho,Rapidly Bootstrapping a Question Answering Dataset for COVID-19,2020
14,Kyunghyun Cho,The break-even point on optimization trajectories of deep neural networks,2020
14,Kyunghyun Cho,Generating diverse translations with sentence codes,2019
14,Kyunghyun Cho,A correlational encoder decoder architecture for pivot based sequence generation,2016
14,Kyunghyun Cho,Tikhonov-type regularization for restricted Boltzmann machines,2012
13,Kyunghyun Cho,Mixout: Effective regularization to finetune large-scale pretrained language models,2019
13,Kyunghyun Cho,Countering Language Drift via Visual Grounding,2019
13,Kyunghyun Cho,On the equivalence between deep NADE and generative stochastic networks,2014
12,Kyunghyun Cho,Molecular geometry prediction using a deep generative graph neural network,2019
12,Kyunghyun Cho,Context-Aware Learning for Neural Machine Translation,2019
12,Kyunghyun Cho,Code-switched named entity recognition with embedding attention,2018
12,Kyunghyun Cho,A Stable and Effective Learning Strategy for Trainable Greedy Decoding,2018
12,Kyunghyun Cho,Graph convolutional networks for classification with a structured label space,2017
12,Kyunghyun Cho,Introduction to neural machine translation with GPUs (part 3),2015
11,Kyunghyun Cho,Unsupervised question decomposition for question answering,2020
11,Kyunghyun Cho,Retrieval-augmented convolutional neural networks for improved robustness against adversarial examples,2019
10,Kyunghyun Cho,Classifier-agnostic saliency map extraction,2020
10,Kyunghyun Cho,Towards Realistic Practices In Low-Resource Natural Language Processing: The Development Set,2019
10,Kyunghyun Cho,Multi-lingual Common Semantic Space Construction via Cluster-consistent Word Embedding,2018
10,Kyunghyun Cho,Saliency-based sequential image attention with multiset prediction,2017
10,Kyunghyun Cho,NYU-MILA Neural Machine Translation Systems for WMT16,2016
9,Kyunghyun Cho,Covidex: Neural ranking models and keyword search infrastructure for the covid-19 open research dataset,2020
9,Kyunghyun Cho,Controlling decoding for more abstractive summaries with copy-based networks,2018
9,Kyunghyun Cho,Directional Analysis of Stochastic Gradient Descent via von Mises-Fisher Distributions in Deep learning,2018
9,Kyunghyun Cho,Loss Functions for Multiset Prediction,2018
9,Kyunghyun Cho,Neural machine translation for cross-lingual pronoun prediction,2017
8,Kyunghyun Cho,"Capacity, Bandwidth, and Compositionality in Emergent Language Learning",2020
8,Kyunghyun Cho,Finding Generalizable Evidence by Learning to Convince Q&A Models,2019
8,Kyunghyun Cho,From characters to understanding natural language (c2nlu): Robust end-to-end deep learning for nlp (dagstuhl seminar 17042),2017
8,Kyunghyun Cho,A two-stage pretraining algorithm for deep boltzmann machines,2012
7,Kyunghyun Cho,Structure-based function prediction using graph convolutional networks,2020
7,Kyunghyun Cho,Globally-aware multiple instance classifier for breast cancer screening,2019
7,Kyunghyun Cho,Deep Unsupervised Drum Transcription,2019
7,Kyunghyun Cho,Conditional Word Embedding and Hypothesis Testing via Bayes-by-Backprop,2018
7,Kyunghyun Cho,Iterative refinement of approximate posterior for training directed belief networks,2016
7,Kyunghyun Cho,Gaussian-Bernoulli restricted Boltzmann machines and automatic feature extraction for noise robust missing data mask estimation,2013
6,Kyunghyun Cho,Neural machine translation with byte-level subwords,2020
6,Kyunghyun Cho,A unified framework of online learning algorithms for training recurrent neural networks,2020
6,Kyunghyun Cho,Dynamics-aware Embeddings,2019
6,Kyunghyun Cho,Can Unconditional Language Models Recover Arbitrary Sentences?,2019
6,Kyunghyun Cho,Vehicle communication strategies for simulated highway driving,2018
6,Kyunghyun Cho,The effects of noisy labels on deep convolutional neural networks for music classification,2017
6,Kyunghyun Cho,An iterative algorithm for singular value decomposition on noisy incomplete matrices,2012
5,Kyunghyun Cho,Automatic machine learning by pipeline synthesis using model-based reinforcement learning and a grammar,2019
5,Kyunghyun Cho,On the number of linear regions of deep neural networks,2014
5,Kyunghyun Cho,Measuring the Usefulness of Hidden Units in Boltzmann Machines with Mutual Information,2013
4,Kyunghyun Cho,A framework for contrastive self-supervised learning and designing a new approach,2020
4,Kyunghyun Cho,AdapterHub: A framework for adapting transformers,2020
4,Kyunghyun Cho,AdapterFusion: Non-destructive task composition for transfer learning,2020
4,Kyunghyun Cho,Consistency of a Recurrent Language Model With Respect to Incomplete Decoding,2020
4,Kyunghyun Cho,Neural unsupervised parsing beyond English,2019
4,Kyunghyun Cho,Attention-based Mixture Density Recurrent Networks for History-based Recommendation,2019
4,Kyunghyun Cho,The NYU system for the CoNLL–SIGMORPHON 2018 shared task on universal morphological reinflection,2018
3,Kyunghyun Cho,On the Discrepancy between Density Estimation and Sequence Generation,2020
3,Kyunghyun Cho,An interpretable classifier for high-resolution breast cancer screening images utilizing weakly supervised localization,2020
3,Kyunghyun Cho,Evaluating pretrained transformer models for citation recommendation,2020
3,Kyunghyun Cho,Mix-review: Alleviate Forgetting in the Pretrain-Finetune Framework for Neural Language Generation Models,2019
3,Kyunghyun Cho,Two-Layer Contractive Encodings with Linear Transformation of Perceptrons for Semi-Supervised Learning,2013
3,Kyunghyun Cho,Understanding Dropout: Training Multi-Layer Perceptrons with Auxiliary Independent Stochastic Neurons,2013
2,Kyunghyun Cho,Prediction of total knee replacement and diagnosis of osteoarthritis by using deep learning on knee radiographs: data from the osteoarthritis initiative,2020
2,Kyunghyun Cho,Learning to Learn Morphological Inflection for Resource-Poor Languages,2020
2,Kyunghyun Cho,Navigation-Based Candidate Expansion and Pretrained Language Models for Citation Recommendation,2020
2,Kyunghyun Cho,Total knee replacement prediction using structural MRIs and 3D convolutional neural networks,2019
2,Kyunghyun Cho,Simple Nearest Neighbor Policy Method for Continuous Control Tasks,2018
2,Kyunghyun Cho,Automatic segmentation of mr images of the proximal femur using deep learning,2017
2,Kyunghyun Cho,A Controller-Recognizer Framework: How necessary is recognition for control?,2015
2,Kyunghyun Cho,How to pretrain deep Boltzmann machines in two stages,2015
2,Kyunghyun Cho,Enhanced gradient for learning boltzmann machines,2011
1,Kyunghyun Cho,Connecting the Dots: Event Graph Schema Induction with Path Language Modeling,2020
1,Kyunghyun Cho,Ssmba: Self-supervised manifold based data augmentation for improving out-of-domain robustness,2020
1,Kyunghyun Cho,Evaluating representations by the complexity of learning low-loss predictors,2020
1,Kyunghyun Cho,A Systematic Characterization of Sampling Algorithms for Open-ended Language Generation,2020
1,Kyunghyun Cho,MLE-guided parameter search for task loss minimization in neural sequence modeling,2020
1,Kyunghyun Cho,Attention-based cnn for kl grade classification: Data from the osteoarthritis initiative,2020
1,Kyunghyun Cho,NetQuilt: Deep Multispecies Network-based Protein Function Prediction using Homology-informed Network Similarity,2020
1,Kyunghyun Cho,Optimal tuning of weighted kNN-and diffusion-based methods for denoising single cell genomics data,2020
1,Kyunghyun Cho,Inducing Constituency Trees through Neural Machine Translation,2019
1,Kyunghyun Cho,Improving localization-based approaches for breast cancer screening exam classification,2019
1,Kyunghyun Cho,Using local plasticity rules to train recurrent neural networks,2019
1,Kyunghyun Cho,Countering Language Drift via Grounding,2019
1,Kyunghyun Cho,Learning with Reflective Likelihoods,2018
1,Kyunghyun Cho,New York University at TREC 2018 Complex Answer Retrieval Track.,2018
1,Kyunghyun Cho,Letting a neural network decide which machine translation system to use for black-box fuzzy-match repair,2018
1,Kyunghyun Cho,Strawman: an Ensemble of Deep Bag-of-Ngrams for Sentiment Analysis,2017
1,Kyunghyun Cho,Boundary-seeking generative adversarial networks,2017
1,Kyunghyun Cho,Towards music captioning: Generating music playlist descriptions,2016
1,Kyunghyun Cho,Derivations on the enhanced gradient for the Boltzmann machine,2011
836,Sébastien Jean,On using very large target vocabulary for neural machine translation,2014
741,Sébastien Jean,Theano: A Python framework for fast computation of mathematical expressions,2016
648,Sébastien Jean,Adversarial learning for neural dialogue generation,2017
299,Sébastien Jean,Emonets: Multimodal deep learning approaches for emotion recognition in video,2016
283,Sébastien Jean,Combining modality specific deep neural networks for emotion recognition in video,2013
131,Sébastien Jean,Montreal neural machine translation systems for WMT’15,2015
78,Sébastien Jean,Does neural machine translation benefit from larger context?,2017
67,Sébastien Jean,Lingvo: a modular and scalable framework for sequence-to-sequence modeling,2019
49,Sébastien Jean,Not all neural embeddings are born equal,2014
46,Sébastien Jean,Embedding word similarity with neural machine translation,2014
26,Sébastien Jean,The representational geometry of word meanings acquired by neural machine translation models,2017
15,Sébastien Jean,Adaptive Scheduling for Multi-Task Learning,2018
12,Sébastien Jean,Context-aware learning for neural machine translation,2019
9,Sébastien Jean,Neural machine translation for cross-lingual pronoun prediction,2017
2,Sébastien Jean,Fill in the Blanks: Imputing Missing Sentences for Larger-Context Neural Machine Translation,2019
2505,Clement Farabet,Learning hierarchical features for scene labeling,2012
1714,Clement Farabet,Convolutional networks and applications in vision,2010
1623,Clement Farabet,Torch7: A matlab-like environment for machine learning,2011
383,Clement Farabet,Neuflow: A runtime reconfigurable dataflow processor for vision,2011
372,Clement Farabet,Cnp: An fpga-based processor for convolutional networks,2009
354,Clement Farabet,Indoor semantic segmentation using depth information,2013
281,Clement Farabet,Hardware accelerated convolutional neural networks for synthetic vision systems,2010
215,Clement Farabet,"Scene parsing with multiscale feature learning, purity trees, and optimal covers",2012
111,Clement Farabet,Large-scale FPGA-based convolutional networks,2011
98,Clement Farabet,NeuFlow: Dataflow vision processing system-on-a-chip,2012
70,Clement Farabet,An fpga-based stream processor for embedded real-time vision with convolutional networks,2009
52,Clement Farabet,Runtime reconfigurable dataflow processor with multi-port memory access module,2018
52,Clement Farabet,Comparison between frame-constrained fix-pixel-value and frame-free spiking-dynamic-pixel convNets for visual processing,2012
49,Clement Farabet,Tracking with deep neural networks,2013
44,Clement Farabet,Visual tracking and lidar relative positioning for automated launch and recovery of an unmanned rotorcraft from ships at sea,2009
32,Clement Farabet,Convolutional nets and watershed cuts for real-time semantic labeling of rgbd videos,2014
27,Clement Farabet,Causal graph-based video segmentation,2013
26,Clement Farabet,Implementing neural networks efficiently,2012
19,Clement Farabet,Towards real-time image understanding with convolutional networks,2013
14,Clement Farabet,Toward real-time indoor semantic segmentation using depth information,2014
11,Clement Farabet,Novel computational techniques for mapping and classification of Next-Generation Sequencing data,2016
8,Clement Farabet,Hardware accelerated visual attention algorithm,2011
7,Clement Farabet,Bio-inspired vision processor for ultra-fast object categorization,2010
6,Clement Farabet,Clustering learning for robotic vision,2013
5,Clement Farabet,Less is more: An exploration of data redundancy with active dataset subsampling,2019
5,Clement Farabet,Fully adaptive visual navigation for autonomous vehicles,2010
5,Clement Farabet,Torch| Scientific computing for LuaJIT,2008
3,Clement Farabet,Scalable Active Learning for Object Detection,2020
3,Clement Farabet,NeuFlow: a runtime reconfigurable dataflow architecture for vision,2012
2,Clement Farabet,Building heterogeneous platforms for end-to-end online learning based on dataflow computing design. 78,2010
1,Clement Farabet,Training Data Distribution Search with Ensemble Active Learning,2019
1198,Azza Abouzied,HadoopDB: an architectural hybrid of MapReduce and DBMS technologies for analytical workloads,2009
149,Azza Abouzied,Processing of data using a database system in communication with a data processing framework,2016
102,Azza Abouzied,HadoopDB in action: building real world applications,2010
78,Azza Abouzied,Extending the use of games in health care,2006
74,Azza Abouzied,Learning and verifying quantified boolean queries by example,2013
65,Azza Abouzied,Invisible loading: access-driven data transfer from raw files into database systems,2013
61,Azza Abouzied,Apparatus and method for facilitating continuous querying of multi-dimensional data streams,2012
60,Azza Abouzied,DataPlay: interactive tweaking and example-driven correction of graphical database queries,2012
50,Azza Abouzied,Data loading systems and methods,2016
50,Azza Abouzied,Data loading systems and methods,2016
39,Azza Abouzied,Playful query specification with DataPlay,2012
29,Azza Abouzied,The persistence of paper: a case study in microfinance from Ghana,2015
22,Azza Abouzied,Expressive time series querying with hand-drawn scale-free sketches,2018
20,Azza Abouzied,One led is enough: Catalyzing face-to-face interactions at conferences with a gentle nudge,2016
18,Azza Abouzied,CommonTies: a context-aware nudge towards social interaction,2014
18,Azza Abouzied,Apparatus and method for dynamically materializing a multi-dimensional data stream cube,2011
14,Azza Abouzied,Scalable package queries in relational database systems,2015
12,Azza Abouzied,Seer: Auto-generating information extraction rules from user-specified examples,2017
11,Azza Abouzied,"Shelter dynamics in refugee and IDP camps: Customization, permanency, and opportunities",2017
11,Azza Abouzied,Synthesizing extraction rules from user examples with seer,2017
9,Azza Abouzied,Codo: Fundraising with conditional donations,2015
9,Azza Abouzied,PackageBuilder: From tuples to packages,2015
8,Azza Abouzied,Qetch: Time series querying with expressive sketches,2018
8,Azza Abouzied,"Don't just swipe left, tell me why: Enhancing gesture-based feedback with reason bins",2017
6,Azza Abouzied,Methods and apparatuses for storing shared data files in distributed file systems,2013
5,Azza Abouzied,Is this Real? Generating Synthetic Data that Looks Real,2019
4,Azza Abouzied,Package queries: efficient and scalable computation of high-order constraints,2018
4,Azza Abouzied,From Alley to Landfill: Challenges of and Design Opportunities for Cleaning Dhaka's Communal Trash,2016
3,Azza Abouzied,A scalable execution engine for package queries,2017
3,Azza Abouzied,Harnessing data loss with forgetful data structures,2015
2,Azza Abouzied,printr: Exploring the Potential of Paper-based Tools in Low-resource Settings,2016
2,Azza Abouzied,Printing Paper Technology for Development,2014
1,Azza Abouzied,Stochastic Package Queries in Probabilistic Databases,2020
1,Azza Abouzied,A Collaborative Framework for Structure Identification over Print Documents,2019
1,Azza Abouzied,Redistributing Funds across Charitable Crowdfunding Campaigns,2017
1,Azza Abouzied,Improving package recommendations through query relaxation,2014
1,Azza Abouzied,The garbage problem and what can we do about it?,2014
1,Azza Abouzied,Example-Driven Query Synthesis,2013
102,Maeda F,Potential agents to control enamel caries-like lesions,2009
38,Maeda F,Effect of potential remineralizing agents on acid softened enamel.,2011
34,Maeda F,Association of Different Primers and Resin Cements for Adhesive Bonding to Zirconia Ceramics.,2014
16,Maeda F,Effect of dentifrices against hydrochloric acid-induced erosion.,2011
6,Maeda F,Remineralizing agents: effects on acid-softened enamel,2014
6,Maeda F,Progression of erosion following use of calcium and phosphorus compounds,2008
4,Maeda F,Masticatory evaluation of anterior open bite malocclusion using the colorimetric capsule method.,2018
3,Maeda F,Subjective analysis of the application of enhancement filters on magnetic resonance imaging of the temporomandibular joint,2019
3,Maeda F,Effect of erosive challenge and Nd:YAG laser irradiation on bond strength of adhesive systems to dentin,2016
3,Maeda F,Avaliação da influência de diferentes tratamentos de superfície na resistência de união ao cisalhamento entre zircônia Y-TZP e o cimento resinoso,2012
3,Maeda F,Influence of desensitizing agents on the microshear bond strength of adhesive systems to dentin.,2009
2,Maeda F,Analysis on the precision of the dimensions of self‐ligating brackets,2016
2,Maeda F,Prótese parcial fixa adesiva com sistema targis-vectris: relato de caso clínico,2008
2,Maeda F,Resistência ao cisalhamento de dois sistemas de união em dentina após remoção do colágeno,2004
1,Maeda F,Tomographic evaluation of dentoskeletal changes due to the treatment of class II malocclusion with Forsus appliance,2019
1,Maeda F,Uso dos lasers de Er: YAG e Nd: YAG no controle da progressão de lesões erosivas em dentina radicular,2009
12,Hanafi,Seer: Auto-generating information extraction rules from user-specified examples,2017
11,Hanafi,Synthesizing extraction rules from user examples with seer,2017
1,Hanafi,A Collaborative Framework for Structure Identification over Print Documents,2019
22,Miro Mannino,Expressive time series querying with hand-drawn scale-free sketches,2018
8,Miro Mannino,Qetch: Time series querying with expressive sketches,2018
5,Miro Mannino,Is this Real?: Generating Synthetic Data that Looks Real,2019
1,Miro Mannino,A Collaborative Framework for Structure Identification over Print Documents,2019
703,Nizar Habash,Introduction to Arabic natural language processing,2010
558,Nizar Habash,"Arabic tokenization, part-of-speech tagging and morphological disambiguation in one fell swoop",2005
540,Nizar Habash,"Madamira: A fast, comprehensive tool for morphological analysis and disambiguation of arabic.",2014
403,Nizar Habash,"MADA+ TOKAN: A toolkit for Arabic tokenization, diacritization, morphological disambiguation, POS tagging, stemming and lemmatization",2009
284,Nizar Habash,Arabic preprocessing schemes for statistical machine translation,2006
241,Nizar Habash,On arabic transliteration,2007
219,Nizar Habash,Universal dependencies 2.0,2017
175,Nizar Habash,Universal Dependencies 2.1,2017
175,Nizar Habash,"Arabic morphological tagging, diacritization, and lemmatization using lexeme models and feature ranking",2008
166,Nizar Habash,MAGEAD: a morphological analyzer and generator for the Arabic dialects,2006
154,Nizar Habash,Spoken Arabic dialect identification using phonotactic modeling,2009
151,Nizar Habash,Overview of the SPMRL 2013 Shared Task: Cross-Framework Evaluation of Parsing Morphologically Rich Languages,2013
151,Nizar Habash,Conventional Orthography for Dialectal Arabic.,2012
143,Nizar Habash,Arabic diacritization through full morphological tagging,2007
136,Nizar Habash,Morphological Annotation of Quranic Arabic.,2010
133,Nizar Habash,A large scale Arabic sentiment lexicon for Arabic opinion mining,2014
127,Nizar Habash,Morphological analysis and disambiguation for dialectal Arabic,2013
123,Nizar Habash,Catib: The columbia arabic treebank,2009
119,Nizar Habash,Online arabic handwriting recognition using hidden markov models,2006
118,Nizar Habash,A morphological analyzer for Egyptian Arabic,2012
117,Nizar Habash,Parsing Arabic Dialects.,2006
117,Nizar Habash,A categorial variation database for English,2003
114,Nizar Habash,Four techniques for online handling of out-of-vocabulary words in Arabic-English statistical machine translation,2008
112,Nizar Habash,Syntactic preprocessing for statistical machine translation,2007
101,Nizar Habash,Combination of Arabic preprocessing schemes for statistical machine translation,2006
88,Nizar Habash,A Multidialectal Parallel Corpus of Arabic,2014
88,Nizar Habash,Dialectal to standard Arabic paraphrasing to improve Arabic-English statistical machine translation,2011
88,Nizar Habash,COLABA: Arabic dialect annotation and processing,2010
86,Nizar Habash,Arabic morphological representations for machine translation,2007
81,Nizar Habash,Orthographic and Morphological Processing for English-Arabic Statistical Machine Translation,2010
77,Nizar Habash,Large Scale Arabic Error Annotation: Guidelines and Framework,2014
77,Nizar Habash,Large scale lexeme based arabic morphological generation,2004
75,Nizar Habash,Supervised collaboration for syntactic annotation of Quranic Arabic,2013
73,Nizar Habash,Handling translation divergences: Combining statistical and symbolic techniques in generation-heavy machine translation,2002
70,Nizar Habash,Syntactic annotation in the Columbia Arabic treebank,2009
70,Nizar Habash,Morphological analysis and generation for Arabic dialects,2005
66,Nizar Habash,Automatic transliteration of romanized dialectal Arabic,2014
66,Nizar Habash,The use of a structural n-gram language model in generation-heavy hybrid machine translation,2004
64,Nizar Habash,The Illinois-Columbia system in the CoNLL-2014 shared task,2014
64,Nizar Habash,Arabic dialect processing tutorial,2007
63,Nizar Habash,A Conventional Orthography for Tunisian Arabic.,2014
62,Nizar Habash,A conventional orthography for Algerian Arabic,2015
62,Nizar Habash,Arabic diacritization in the context of statistical machine translation,2007
59,Nizar Habash,The madar arabic dialect corpus and lexicon,2018
59,Nizar Habash,Dependency parsing of Modern Standard Arabic with lexical and inflectional features,2013
59,Nizar Habash,Improving the Arabic pronunciation dictionary for phone and word recognition with linguistically-based pronunciation rules,2009
